aircraftType_iataMain;aircraftType_iataSub;route;codeshares;flight_states;eu;visa;flightDirection;flightName;flightNumber;gate;pier;id;isOperationalFlight;mainFlight;prefixIATA;prefixICAO;airlineCode;aircraftRegistration;serviceType;terminal;estimatedLandingTime;lastUpdatedAt;actualLandingTime;scheduleDateTime;actualOffBlockTime;expectedTimeBoarding;expectedTimeGateClosing;expectedTimeGateOpening;expectedTimeOnBelt;expectedSecurityFilter;publicEstimatedOffBlockTime
;;ZRH;AM6348,DL9435,G35584,MF9730,MH5675,SK6704,6E3290;;S;False;D;KL1923;1923;D63;D;145009203349158825;True;KL1923;KL;KLM;100.0;PHBXB;J;1.0;;2026-05-26 22:21:17.228000+00:00;;2026-05-27 13:20:00+00:00;;2026-05-27 12:50:00+00:00;2026-05-27 13:05:00+00:00;;;;
;;BER;AM6304,DL9157,GA9250,MF9335,SV6303,6E3212;;S;False;D;MF9335;9335;D81;D;145009203604838819;True;KL1779;MF;CXA;1551.0;PHBXZ;J;1.0;;2026-05-26 22:22:15.218000+00:00;;2026-05-27 13:20:00+00:00;;2026-05-27 12:50:00+00:00;2026-05-27 13:05:00+00:00;;;;
;;ZRH;AM6348,DL9435,G35584,MF9730,MH5675,SK6704,6E3290;;S;False;D;MF9730;9730;D63;D;145009203604849761;True;KL1923;MF;CXA;1551.0;PHBXB;J;1.0;;2026-05-26 22:21:17.228000+00:00;;2026-05-27 13:20:00+00:00;;2026-05-27 12:50:00+00:00;2026-05-27 13:05:00+00:00;;;;
;;ZRH;AM6348,DL9435,G35584,MF9730,MH5675,SK6704,6E3290;;S;False;D;MH5675;5675;D63;D;145009203611938749;True;KL1923;MH;MAS;5065.0;PHBXB;J;1.0;;2026-05-26 22:21:17.228000+00:00;;2026-05-27 13:20:00+00:00;;2026-05-27 12:50:00+00:00;2026-05-27 13:05:00+00:00;;;;
;;FNC;;;S;False;A;OR1742;1742;;;145009203926395082;True;OR1742;OR;TFL;231.0;;J;;2026-05-27 13:12:00+00:00;2026-05-26 21:26:25.210000+00:00;;2026-05-27 13:20:00+00:00;;;;;;;
;;ZRH;AM6348,DL9435,G35584,MF9730,MH5675,SK6704,6E3290;;S;False;D;SK6704;6704;D63;D;145009204455414723;True;KL1923;SK;SAS;150.0;PHBXB;J;1.0;;2026-05-26 22:21:17.228000+00:00;;2026-05-27 13:20:00+00:00;;2026-05-27 12:50:00+00:00;2026-05-27 13:05:00+00:00;;;;
;;OPO;DL9674,SK6811;;S;False;A;SK6811;6811;;;145009204455417528;True;KL1572;SK;SAS;150.0;;J;;2026-05-27 13:12:00+00:00;2026-05-26 14:40:45.620000+00:00;;2026-05-27 13:20:00+00:00;;;;;;;
;;BER;AM6304,DL9157,GA9250,MF9335,SV6303,6E3212;;S;False;D;SV6303;6303;D81;D;145009204496635311;True;KL1779;SV;SVA;151.0;PHBXZ;J;1.0;;2026-05-26 22:22:15.218000+00:00;;2026-05-27 13:20:00+00:00;;2026-05-27 12:50:00+00:00;2026-05-27 13:05:00+00:00;;;;
;;KRK;AM6599,DL9417,SV6755;;S;False;D;SV6755;6755;B7;B;145009204496646637;True;KL1327;SV;SVA;151.0;PHNXY;J;1.0;;2026-05-26 22:20:30.332000+00:00;;2026-05-27 13:20:00+00:00;;2026-05-27 12:55:00+00:00;2026-05-27 13:05:00+00:00;;;;
;;YUL;AF8275,DL9288,VS7159;;N;False;D;VS7159;7159;E17;E;145009204901550299;True;KL0671;VS;VIR;181.0;PHAOA;J;2.0;;2026-05-26 22:21:36.378000+00:00;;2026-05-27 13:20:00+00:00;;2026-05-27 12:35:00+00:00;2026-05-27 13:05:00+00:00;;;;
;;YVR;AF8378,DL9395,VS7163;;N;False;D;VS7163;7163;F4;F;145009204901550361;True;KL0681;VS;VIR;181.0;PHBVF;J;2.0;;2026-05-26 22:22:03.702000+00:00;;2026-05-27 13:20:00+00:00;;2026-05-27 12:35:00+00:00;2026-05-27 13:05:00+00:00;;;;
;;ABZ;DL9691,KQ1446,MU1654,VS6903,6E3175;;N;False;A;6E3175;3175;;;145009206374235760;True;KL0916;6E;IGO;5300.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 14:42:10.353000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;HEL;AF3247,AM6366,DL9550,GA9769,KQ1168,MF9629,MH5700,UX3796,6E3345;;S;False;A;6E3345;3345;;;145009206374241014;True;KL1252;6E;IGO;5300.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 20:08:34.162000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;DUS;AM6575,DL9503,GA9957,KQ1862,MF9390,MU1830,6E8040;;S;False;A;6E8040;8040;;;145009206374739320;True;KL1802;6E;IGO;5300.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 21:26:35.818000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;HEL;AF3247,AM6366,DL9550,GA9769,KQ1168,MF9629,MH5700,UX3796,6E3345;;S;False;A;AF3247;3247;;;145009201939973354;True;KL1252;AF;AFR;80.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 20:08:34.162000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;HEL;AF3247,AM6366,DL9550,GA9769,KQ1168,MF9629,MH5700,UX3796,6E3345;;S;False;A;AM6366;6366;;;145009201966518410;True;KL1252;AM;AMX;794.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 20:08:34.162000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;DUS;AM6575,DL9503,GA9957,KQ1862,MF9390,MU1830,6E8040;;S;False;A;AM6575;6575;;;145009201966523958;True;KL1802;AM;AMX;794.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 21:26:35.818000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;FNC;DL7491,KL2698;;S;False;A;DL7491;7491;;;145009202378938086;True;HV6630;DL;DAL;58.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 21:26:35.934000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;DUS;AM6575,DL9503,GA9957,KQ1862,MF9390,MU1830,6E8040;;S;False;A;DL9503;9503;;;145009202379142774;True;KL1802;DL;DAL;58.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 21:26:35.818000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;HEL;AF3247,AM6366,DL9550,GA9769,KQ1168,MF9629,MH5700,UX3796,6E3345;;S;False;A;DL9550;9550;;;145009202379143138;True;KL1252;DL;DAL;58.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 20:08:34.162000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;ABZ;DL9691,KQ1446,MU1654,VS6903,6E3175;;N;False;A;DL9691;9691;;;145009202379146174;True;KL0916;DL;DAL;58.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 14:42:10.353000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;DXB;FI6000,QF8148;;N;False;D;EK148;148;G9;G;145009201795609569;True;EK148;EK;UAE;4913.0;;J;3.0;;2026-05-26 22:21:55.216000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;DXB;FI6000,QF8148;;N;False;D;FI6000;6000;G9;G;145009202644956023;True;EK148;FI;ICE;94.0;;J;3.0;;2026-05-26 22:21:55.216000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;HEL;AF3247,AM6366,DL9550,GA9769,KQ1168,MF9629,MH5700,UX3796,6E3345;;S;False;A;GA9769;9769;;;145009202753980906;True;KL1252;GA;GIA;85.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 20:08:34.162000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;DUS;AM6575,DL9503,GA9957,KQ1862,MF9390,MU1830,6E8040;;S;False;A;GA9957;9957;;;145009202753986304;True;KL1802;GA;GIA;85.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 21:26:35.818000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;FNC;DL7491,KL2698;;S;False;A;HV6630;6630;;;145009202971076686;True;HV6630;HV;TRA;164.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 21:26:35.934000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;ABZ;DL9691,KQ1446,MU1654,VS6903,6E3175;;N;False;A;KL0916;916;;;145009203349057450;True;KL0916;KL;KLM;100.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 14:42:10.353000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;HEL;AF3247,AM6366,DL9550,GA9769,KQ1168,MF9629,MH5700,UX3796,6E3345;;S;False;A;KL1252;1252;;;145009203349139878;True;KL1252;KL;KLM;100.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 20:08:34.162000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;DUS;AM6575,DL9503,GA9957,KQ1862,MF9390,MU1830,6E8040;;S;False;A;KL1802;1802;;;145009203349155936;True;KL1802;KL;KLM;100.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 21:26:35.818000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;FNC;DL7491,KL2698;;S;False;A;KL2698;2698;;;145009203349252444;True;HV6630;KL;KLM;100.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 21:26:35.934000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;HEL;AF3247,AM6366,DL9550,GA9769,KQ1168,MF9629,MH5700,UX3796,6E3345;;S;False;A;KQ1168;1168;;;145009203367878836;True;KL1252;KQ;KQA;208.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 20:08:34.162000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;ABZ;DL9691,KQ1446,MU1654,VS6903,6E3175;;N;False;A;KQ1446;1446;;;145009203367886898;True;KL0916;KQ;KQA;208.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 14:42:10.353000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;DUS;AM6575,DL9503,GA9957,KQ1862,MF9390,MU1830,6E8040;;S;False;A;KQ1862;1862;;;145009203367897990;True;KL1802;KQ;KQA;208.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 21:26:35.818000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;DUS;AM6575,DL9503,GA9957,KQ1862,MF9390,MU1830,6E8040;;S;False;A;MF9390;9390;;;145009203604839252;True;KL1802;MF;CXA;1551.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 21:26:35.818000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;HEL;AF3247,AM6366,DL9550,GA9769,KQ1168,MF9629,MH5700,UX3796,6E3345;;S;False;A;MF9629;9629;;;145009203604846966;True;KL1252;MF;CXA;1551.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 20:08:34.162000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;HEL;AF3247,AM6366,DL9550,GA9769,KQ1168,MF9629,MH5700,UX3796,6E3345;;S;False;A;MH5700;5700;;;145009203611940958;True;KL1252;MH;MAS;5065.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 20:08:34.162000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;ABZ;DL9691,KQ1446,MU1654,VS6903,6E3175;;N;False;A;MU1654;1654;;;145009203660261560;True;KL0916;MU;CES;1294.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 14:42:10.353000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;DUS;AM6575,DL9503,GA9957,KQ1862,MF9390,MU1830,6E8040;;S;False;A;MU1830;1830;;;145009203660266880;True;KL1802;MU;CES;1294.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 21:26:35.818000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;SAW;;;N;False;A;PC1253;1253;;;145009204008844552;True;PC1253;PC;PGT;139.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 14:41:12.392000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;DXB;FI6000,QF8148;;N;False;D;QF8148;8148;G9;G;145009204159483773;True;EK148;QF;QFA;205.0;;J;3.0;;2026-05-26 22:21:55.216000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;HEL;AF3247,AM6366,DL9550,GA9769,KQ1168,MF9629,MH5700,UX3796,6E3345;;S;False;A;UX3796;3796;;;145009204781215488;True;KL1252;UX;AEA;519.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 20:08:34.162000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;ABZ;DL9691,KQ1446,MU1654,VS6903,6E3175;;N;False;A;VS6903;6903;;;145009204901470514;True;KL0916;VS;VIR;181.0;;J;;2026-05-27 13:17:00+00:00;2026-05-26 14:42:10.353000+00:00;;2026-05-27 13:25:00+00:00;;;;;;;
;;BER;AM6637,DL9463,KE6430,MF9334,MU1604,UX3751,6E8024;;S;False;A;6E8024;8024;;;145009206374739180;True;KL1778;6E;IGO;5300.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 20:23:10.391000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;FRA;AM6238,DL9266,KQ1772,MF9609,MU1578,SK6669,6E8043;;S;False;A;6E8043;8043;;;145009206374739326;True;KL1820;6E;IGO;5300.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 21:54:34.107000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;MUC;AM6418,DL9648,KE6500,KQ1796,MF9687,MU1598,SK6691,6E8066;;S;False;A;6E8066;8066;;;145009206374739480;True;KL1854;6E;IGO;5300.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 14:43:11.389000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;LAS;AF8256,DL9670,VS7124;;N;False;A;AF8256;8256;;;145009201940479956;True;KL0636;AF;AFR;80.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 22:52:05.689000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;BLL;AF8322,DL9461,KQ1348,SK6686;;S;False;A;AF8322;8322;;;145009201940482464;True;KL1296;AF;AFR;80.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 22:39:49.235000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;FRA;AM6238,DL9266,KQ1772,MF9609,MU1578,SK6669,6E8043;;S;False;A;AM6238;6238;;;145009201966515454;True;KL1820;AM;AMX;794.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 21:54:34.107000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;MUC;AM6418,DL9648,KE6500,KQ1796,MF9687,MU1598,SK6691,6E8066;;S;False;A;AM6418;6418;;;145009201966520782;True;KL1854;AM;AMX;794.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 14:43:11.389000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;BER;AM6637,DL9463,KE6430,MF9334,MU1604,UX3751,6E8024;;S;False;A;AM6637;6637;;;145009201966526404;True;KL1778;AM;AMX;794.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 20:23:10.391000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;FRA;AM6238,DL9266,KQ1772,MF9609,MU1578,SK6669,6E8043;;S;False;A;DL9266;9266;;;145009202379135010;True;KL1820;DL;DAL;58.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 21:54:34.107000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;BLL;AF8322,DL9461,KQ1348,SK6686;;S;False;A;DL9461;9461;;;145009202379140476;True;KL1296;DL;DAL;58.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 22:39:49.235000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;BER;AM6637,DL9463,KE6430,MF9334,MU1604,UX3751,6E8024;;S;False;A;DL9463;9463;;;145009202379140480;True;KL1778;DL;DAL;58.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 20:23:10.391000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;MUC;AM6418,DL9648,KE6500,KQ1796,MF9687,MU1598,SK6691,6E8066;;S;False;A;DL9648;9648;;;145009202379145818;True;KL1854;DL;DAL;58.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 14:43:11.389000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;LAS;AF8256,DL9670,VS7124;;N;False;A;DL9670;9670;;;145009202379146024;True;KL0636;DL;DAL;58.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 22:52:05.689000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;BER;AM6637,DL9463,KE6430,MF9334,MU1604,UX3751,6E8024;;S;False;A;KE6430;6430;;;145009203323413478;True;KL1778;KE;KAL;105.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 20:23:10.391000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;MUC;AM6418,DL9648,KE6500,KQ1796,MF9687,MU1598,SK6691,6E8066;;S;False;A;KE6500;6500;;;145009203323415994;True;KL1854;KE;KAL;105.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 14:43:11.389000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;LAS;AF8256,DL9670,VS7124;;N;False;A;KL0636;636;;;145009203349049384;True;KL0636;KL;KLM;100.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 22:52:05.689000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;BLL;AF8322,DL9461,KQ1348,SK6686;;S;False;A;KL1296;1296;;;145009203349140182;True;KL1296;KL;KLM;100.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 22:39:49.235000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;BER;AM6637,DL9463,KE6430,MF9334,MU1604,UX3751,6E8024;;S;False;A;KL1778;1778;;;145009203349153728;True;KL1778;KL;KLM;100.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 20:23:10.391000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;FRA;AM6238,DL9266,KQ1772,MF9609,MU1578,SK6669,6E8043;;S;False;A;KL1820;1820;;;145009203349156080;True;KL1820;KL;KLM;100.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 21:54:34.107000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;MUC;AM6418,DL9648,KE6500,KQ1796,MF9687,MU1598,SK6691,6E8066;;S;False;A;KL1854;1854;;;145009203349156310;True;KL1854;KL;KLM;100.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 14:43:11.389000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;BLL;AF8322,DL9461,KQ1348,SK6686;;S;False;A;KQ1348;1348;;;145009203367884164;True;KL1296;KQ;KQA;208.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 22:39:49.235000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;FRA;AM6238,DL9266,KQ1772,MF9609,MU1578,SK6669,6E8043;;S;False;A;KQ1772;1772;;;145009203367895326;True;KL1820;KQ;KQA;208.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 21:54:34.107000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;MUC;AM6418,DL9648,KE6500,KQ1796,MF9687,MU1598,SK6691,6E8066;;S;False;A;KQ1796;1796;;;145009203367895482;True;KL1854;KQ;KQA;208.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 14:43:11.389000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;BER;AM6637,DL9463,KE6430,MF9334,MU1604,UX3751,6E8024;;S;False;A;MF9334;9334;;;145009203604838816;True;KL1778;MF;CXA;1551.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 20:23:10.391000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;FRA;AM6238,DL9266,KQ1772,MF9609,MU1578,SK6669,6E8043;;S;False;A;MF9609;9609;;;145009203604846818;True;KL1820;MF;CXA;1551.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 21:54:34.107000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;MUC;AM6418,DL9648,KE6500,KQ1796,MF9687,MU1598,SK6691,6E8066;;S;False;A;MF9687;9687;;;145009203604847406;True;KL1854;MF;CXA;1551.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 14:43:11.389000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;FRA;AM6238,DL9266,KQ1772,MF9609,MU1578,SK6669,6E8043;;S;False;A;MU1578;1578;;;145009203660258978;True;KL1820;MU;CES;1294.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 21:54:34.107000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;MUC;AM6418,DL9648,KE6500,KQ1796,MF9687,MU1598,SK6691,6E8066;;S;False;A;MU1598;1598;;;145009203660259126;True;KL1854;MU;CES;1294.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 14:43:11.389000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;BER;AM6637,DL9463,KE6430,MF9334,MU1604,UX3751,6E8024;;S;False;A;MU1604;1604;;;145009203660261190;True;KL1778;MU;CES;1294.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 20:23:10.391000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;FRA;AM6238,DL9266,KQ1772,MF9609,MU1578,SK6669,6E8043;;S;False;A;SK6669;6669;;;145009204455412438;True;KL1820;SK;SAS;150.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 21:54:34.107000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;BLL;AF8322,DL9461,KQ1348,SK6686;;S;False;A;SK6686;6686;;;145009204455412580;True;KL1296;SK;SAS;150.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 22:39:49.235000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;MUC;AM6418,DL9648,KE6500,KQ1796,MF9687,MU1598,SK6691,6E8066;;S;False;A;SK6691;6691;;;145009204455412644;True;KL1854;SK;SAS;150.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 14:43:11.389000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;OSL;;;S;False;D;SK7182;7182;C22;C;145009204455500189;True;SK7182;SK;SAS;150.0;LNRPJ;J;1.0;;2026-05-26 23:45:10.661000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;2026-05-27 13:50:00+00:00
;;BER;AM6637,DL9463,KE6430,MF9334,MU1604,UX3751,6E8024;;S;False;A;UX3751;3751;;;145009204781215182;True;KL1778;UX;AEA;519.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 20:23:10.391000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;LAS;AF8256,DL9670,VS7124;;N;False;A;VS7124;7124;;;145009204901550066;True;KL0636;VS;VIR;181.0;;J;;2026-05-27 13:22:00+00:00;2026-05-26 22:52:05.689000+00:00;;2026-05-27 13:30:00+00:00;;;;;;;
;;MUC;AM6333,DL9553,MF9688,SK6694,6E3274;;S;False;D;6E3274;3274;B6;B;145009206374238497;True;KL1855;6E;IGO;5300.0;PHNXO;J;1.0;;2026-05-26 22:22:51.849000+00:00;;2026-05-27 13:35:00+00:00;;2026-05-27 13:10:00+00:00;2026-05-27 13:20:00+00:00;;;;
;;BHX;AM6569,BT6034,DL9451,KQ1426,MU1648,VS6937,6E8027;;N;False;A;6E8027;8027;;;145009206374739186;True;KL1046;6E;IGO;5300.0;;J;;2026-05-27 13:27:00+00:00;2026-05-26 14:41:35.893000+00:00;;2026-05-27 13:35:00+00:00;;;;;;;
;;NUE;AM6470,DL9666,MU1858,SK6751,6E8070;;S;False;A;6E8070;8070;;;145009206374739542;True;KL1844;6E;IGO;5300.0;;J;;2026-05-27 13:27:00+00:00;2026-05-26 21:11:43.025000+00:00;;2026-05-27 13:35:00+00:00;;;;;;;
;;WRO;AF5195,DL9294;;S;False;A;AF5195;5195;;;145009201940173594;True;KL1338;AF;AFR;80.0;;J;;2026-05-27 13:27:00+00:00;2026-05-26 14:41:23.218000+00:00;;2026-05-27 13:35:00+00:00;;;;;;;
;;MUC;AM6333,DL9553,MF9688,SK6694,6E3274;;S;False;D;AM6333;6333;B6;B;145009201966518183;True;KL1855;AM;AMX;794.0;PHNXO;J;1.0;;2026-05-26 22:22:51.849000+00:00;;2026-05-27 13:35:00+00:00;;2026-05-27 13:10:00+00:00;2026-05-27 13:20:00+00:00;;;;
;;NUE;AM6470,DL9666,MU1858,SK6751,6E8070;;S;False;A;AM6470;6470;;;145009201966521210;True;KL1844;AM;AMX;794.0;;J;;2026-05-27 13:27:00+00:00;2026-05-26 21:11:43.025000+00:00;;2026-05-27 13:35:00+00:00;;;;;;;
;;BHX;AM6569,BT6034,DL9451,KQ1426,MU1648,VS6937,6E8027;;N;False;A;AM6569;6569;;;145009201966523892;True;KL1046;AM;AMX;794.0;;J;;2026-05-27 13:27:00+00:00;2026-05-26 14:41:35.893000+00:00;;2026-05-27 13:35:00+00:00;;;;;;;
;;LCY;;;N;False;A;BA8453;8453;;;145009202060431730;True;BA8453;BA;BAW;31.0;;J;;2026-05-27 13:27:00+00:00;2026-05-26 18:21:13.560000+00:00;;2026-05-27 13:35:00+00:00;;;;;;;
;;BHX;AM6569,BT6034,DL9451,KQ1426,MU1648,VS6937,6E8027;;N;False;A;BT6034;6034;;;145009202131436138;True;KL1046;BT;BTI;419.0;;J;;2026-05-27 13:27:00+00:00;2026-05-26 14:41:35.893000+00:00;;2026-05-27 13:35:00+00:00;;;;;;;
;;MAD;BT6053,CI8584,DL9626,GA9209,KQ1704,MU1848,SK6743,UX3765;;S;False;A;BT6053;6053;;;145009202131436284;True;KL1504;BT;BTI;419.0;;J;;2026-05-27 13:27:00+00:00;2026-05-26 14:40:54.251000+00:00;;2026-05-27 13:35:00+00:00;;;;;;;
;;TLL;KL2846;;S;False;A;BT859;859;;;145009201785295598;True;BT859;BT;BTI;419.0;;J;;2026-05-27 13:27:00+00:00;2026-05-26 22:08:42.585000+00:00;;2026-05-27 13:35:00+00:00;;;;;;;
;;VNO;KL2840;;S;False;A;BT959;959;;;145009201785298336;True;BT959;BT;BTI;419.0;;J;;2026-05-27 13:27:00+00:00;2026-05-26 22:17:40.594000+00:00;;2026-05-27 13:35:00+00:00;;;;;;;
;;AYT;;;N;False;A;CD5100;5100;;;145009202210052102;True;CD5100;CD;CND;4982.0;;C;;2026-05-27 13:27:00+00:00;2026-05-26 22:52:20.387000+00:00;;2026-05-27 13:35:00+00:00;;;;;;;
;;MAD;BT6053,CI8584,DL9626,GA9209,KQ1704,MU1848,SK6743,UX3765;;S;False;A;CI8584;8584;;;145009202229109182;True;KL1504;CI;CAL;44.0;;J;;2026-05-27 13:27:00+00:00;2026-05-26 14:40:54.251000+00:00;;2026-05-27 13:35:00+00:00;;;;;;;
;;WRO;AF5195,DL9294;;S;False;A;DL9294;9294;;;145009202379135228;True;KL1338;DL;DAL;58.0;;J;;2026-05-27 13:27:00+00:00;2026-05-26 14:41:23.218000+00:00;;2026-05-27 13:35:00+00:00;;;;;;;
;;BHX;AM6569,BT6034,DL9451,KQ1426,MU1648,VS6937,6E8027;;N;False;A;DL9451;9451;;;145009202379140402;True;KL1046;DL;DAL;58.0;;J;;2026-05-27 13:27:00+00:00;2026-05-26 14:41:35.893000+00:00;;2026-05-27 13:35:00+00:00;;;;;;;
;;MUC;AM6333,DL9553,MF9688,SK6694,6E3274;;S;False;D;DL9553;9553;B6;B;145009202379143145;True;KL1855;DL;DAL;58.0;PHNXO;J;1.0;;2026-05-26 22:22:51.849000+00:00;;2026-05-27 13:35:00+00:00;;2026-05-27 13:10:00+00:00;2026-05-27 13:20:00+00:00;;;;
